Web ID,Region ,Reported Date,Reported Year,Reported Month,Number Dead,Minimum Estimated Number of Missing,Total Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children,Cause of Death
40858,Europe,4-Sep-15,2015,Sep,1,,1,,,1,,Train Accident
40390,Europe,1-Sep-15,2015,Sep,1,,1,,,1,,Drowning
40666,North Africa,1-Sep-15,2015,Sep,3,,3,,,,,Murdered
44610,North Africa,31-Aug-15,2015,Aug,3,,3,,,,,Starvation
40630,US-Mexico Border,28-Aug-15,2015,Aug,1,,1,,,1,,Hyperthermia
40846,Europe,27-Aug-15,2015,Aug,71,,71,,8,59,4,Suffocation
40385,US-Mexico Border,24-Aug-15,2015,Aug,1,,1,,,1,,Drowning
40629,US-Mexico Border,23-Aug-15,2015,Aug,1,,1,,,1,,Hyperthermia
40628,US-Mexico Border,21-Aug-15,2015,Aug,1,,1,,,1,,Hyperthermia
40627,US-Mexico Border,20-Aug-15,2015,Aug,1,,1,,,1,,Hyperthermia
40759,North Africa,20-Aug-15,2015,Aug,2,,2,,,,,Harsh conditions
40624,US-Mexico Border,18-Aug-15,2015,Aug,1,,1,,,1,,Hyperthermia
40625,US-Mexico Border,18-Aug-15,2015,Aug,1,,1,,,1,,Hyperthermia
40626,US-Mexico Border,18-Aug-15,2015,Aug,1,,1,,,1,,Hyperthermia
40848,Central America,18-Aug-15,2015,Aug,20,,20,,,,,Train Accident
40380,US-Mexico Border,17-Aug-15,2015,Aug,1,,1,,,1,,Drowning
40378,US-Mexico Border,15-Aug-15,2015,Aug,1,,1,,,1,,Drowning
40377,US-Mexico Border,14-Aug-15,2015,Aug,1,,1,,,1,,Drowning
40623,US-Mexico Border,14-Aug-15,2015,Aug,1,,1,,,1,,Hyperthermia
40622,US-Mexico Border,13-Aug-15,2015,Aug,1,,1,,,1,,Hyperthermia
40621,US-Mexico Border,10-Aug-15,2015,Aug,1,,1,,,1,,Hyperthermia
40692,Middle East,10-Aug-15,2015,Aug,1,,1,,1,,1,Shot
40620,US-Mexico Border,8-Aug-15,2015,Aug,1,,1,,,1,,Hyperthermia
40619,US-Mexico Border,5-Aug-15,2015,Aug,1,,1,,,1,,Hyperthermia
40618,US-Mexico Border,4-Aug-15,2015,Aug,1,,1,,,1,,Hyperthermia
40695,Central America,4-Aug-15,2015,Aug,1,,1,,,1,,Shot
40853,Central America,4-Aug-15,2015,Aug,1,,1,,,1,,Train Accident
40680,Central America,3-Aug-15,2015,Aug,1,,1,,,1,,Shot
40663,North Africa,1-Aug-15,2015,Aug,1,,1,,,,,Murdered
40800,North Africa,1-Aug-15,2015,Aug,1,,1,,,,,Starvation
40840,North Africa,1-Aug-15,2015,Aug,1,,1,,,,,Suffocation
40662,US-Mexico Border,31-Jul-15,2015,Jul,1,,1,,,1,,Murdered
40371,US-Mexico Border,29-Jul-15,2015,Jul,1,,1,,,1,,Drowning
40370,US-Mexico Border,28-Jul-15,2015,Jul,1,,1,,,1,,Drowning
40369,Europe,24-Jul-15,2015,Jul,1,,1,,,1,,Drowning
40798,North Africa,23-Jul-15,2015,Jul,1,,1,,,,,Starvation
40799,North Africa,23-Jul-15,2015,Jul,7,,7,,,,,Starvation
40367,US-Mexico Border,21-Jul-15,2015,Jul,3,,3,,,3,1,Drowning
40366,Europe,19-Jul-15,2015,Jul,1,,1,,,1,1,Drowning
40362,US-Mexico Border,7-Jul-15,2015,Jul,1,,1,,,1,1,Drowning
40857,Europe,7-Jul-15,2015,Jul,1,,1,,,1,,Train Accident
40797,North Africa,6-Jul-15,2015,Jul,1,,1,,,,,Starvation
40665,North Africa,1-Jul-15,2015,Jul,2,,2,,,,,Murdered
40667,North Africa,1-Jul-15,2015,Jul,1,,1,,,,,Murdered
40795,North Africa,1-Jul-15,2015,Jul,1,,1,,,,,Starvation
40796,North Africa,1-Jul-15,2015,Jul,3,,3,,,,,Starvation
44608,North Africa,30-Jun-15,2015,Jun,2,,2,,,,,Dehydration
40617,US-Mexico Border,27-Jun-15,2015,Jun,1,,1,,,1,,Hyperthermia
40856,Europe,26-Jun-15,2015,Jun,1,,1,,,1,,Train Accident
40360,US-Mexico Border,25-Jun-15,2015,Jun,1,,1,,,1,,Drowning
40358,US-Mexico Border,21-Jun-15,2015,Jun,1,,1,,,1,,Drowning
40852,Central America,16-Jun-15,2015,Jun,1,,1,,,1,,Train Accident
40299,North Africa,15-Jun-15,2015,Jun,15,,15,,,,,Dehydration
40616,US-Mexico Border,8-Jun-15,2015,Jun,1,,1,,,1,,Hyperthermia
40297,North Africa,3-Jun-15,2015,Jun,18,,18,,1,17,,Dehydration
40298,North Africa,3-Jun-15,2015,Jun,,,0,,,,,Dehydration
40300,North Africa,3-Jun-15,2015,Jun,,,0,,,,,Dehydration
40614,US-Mexico Border,1-Jun-15,2015,Jun,1,,1,,1,,,Hyperthermia
40615,US-Mexico Border,1-Jun-15,2015,Jun,1,,1,,,1,,Hyperthermia
40664,North Africa,1-Jun-15,2015,Jun,1,,1,,,,,Murdered
40690,Central America,31-May-15,2015,May,1,,1,,,1,,Shot
40355,US-Mexico Border,28-May-15,2015,May,8,,8,,,,,Drowning
40356,US-Mexico Border,28-May-15,2015,May,,1,1,,,1,,Drowning
40608,South America,27-May-15,2015,May,1,,1,,,1,,Cardiac arrest
40350,US-Mexico Border,18-May-15,2015,May,1,,1,,,1,,Drowning
40691,Central America,10-May-15,2015,May,1,,1,2,,1,,Shot
40290,North Africa,1-May-15,2015,May,6,,6,,,,,Dehydration
40661,North Africa,1-May-15,2015,May,2,,2,,,,,Murdered
44606,North Africa,30-Apr-15,2015,Apr,2,,2,,,,,Shot
40863,Europe,24-Apr-15,2015,Apr,1,,1,,,1,,Train Accident
40862,Europe,23-Apr-15,2015,Apr,14,,14,36,,,,Train Accident
40348,US-Mexico Border,21-Apr-15,2015,Apr,1,,1,,,1,,Drowning
40851,Central America,17-Apr-15,2015,Apr,1,,1,,,1,,Train Accident
40343,US-Mexico Border,15-Apr-15,2015,Apr,1,2,3,,2,1,,Drowning
40342,US-Mexico Border,14-Apr-15,2015,Apr,1,,1,,,1,,Drowning
40296,North Africa,1-Apr-15,2015,Apr,1,,1,,,,,Dehydration
40333,US-Mexico Border,17-Mar-15,2015,Mar,1,,1,,,1,,Drowning
40860,Central America,17-Mar-15,2015,Mar,,,0,,,,,Train Accident
40861,Central America,17-Mar-15,2015,Mar,6,,6,269,,,,Train Accident
40331,North Africa,11-Mar-15,2015,Mar,4,8,12,18,,,1,Drowning
40332,US-Mexico Border,11-Mar-15,2015,Mar,1,,1,,,,,Drowning
40329,Central America,9-Mar-15,2015,Mar,1,,1,,,1,,Drowning
40328,North Africa,8-Mar-15,2015,Mar,4,,4,30,,,,Drowning
40326,US-Mexico Border,6-Mar-15,2015,Mar,1,,1,,,1,,Drowning
40327,US-Mexico Border,6-Mar-15,2015,Mar,1,,1,,,1,,Drowning
40533,Central America,6-Mar-15,2015,Mar,1,,1,,,1,,Drowning
40539,North Africa,4-Mar-15,2015,Mar,,25,25,,,,,Drowning
40597,North Africa,1-Mar-15,2015,Mar,3,,3,,,,,Harsh conditions
40659,North Africa,1-Mar-15,2015,Mar,1,,1,,,,,Murdered
40660,North Africa,1-Mar-15,2015,Mar,2,,2,,,,,Murdered
40321,US-Mexico Border,28-Feb-15,2015,Feb,6,,6,,1,4,,Drowning
40317,US-Mexico Border,6-Feb-15,2015,Feb,1,,1,,,1,,Drowning
40315,US-Mexico Border,30-Jan-15,2015,Jan,1,,1,,,1,,Drowning
40655,Central America,19-Jan-15,2015,Jan,1,,1,,,1,,Murdered
40658,Central America,17-Jan-15,2015,Jan,1,,1,,,1,,Murdered
40596,North Africa,1-Jan-15,2015,Jan,26,,26,,,,,Harsh conditions
40657,North Africa,1-Jan-15,2015,Jan,1,,1,,,,,Murdered
39442,North Africa,31-Dec-14,2014,Dec,1,,1,,,,,Murdered
39438,Europe,19-Nov-14,2014,Nov,2,,2,,,,,Burned
39376,Middle East,7-Nov-14,2014,Nov,27,11,38,6,4,,11,Drowning
39346,US-Mexico Border,14-Sep-14,2014,Sep,1,,1,,,1,,Drowning
39347,US-Mexico Border,14-Sep-14,2014,Sep,1,0,1,0,,1,,Hyperthermia
39226,Central America,12-Sep-14,2014,Sep,1,,1,,,1,,Train Accident
39223,Central America,10-Sep-14,2014,Sep,2,,2,17,,,,Drowning
39340,US-Mexico Border,23-Aug-14,2014,Aug,1,,1,,,1,,Hyperthermia
39334,US-Mexico Border,4-Aug-14,2014,Aug,1,,1,,,1,,Hyperthermia
39333,Central America,3-Aug-14,2014,Aug,1,,1,,,1,,Train Accident
39363,Middle East,31-Jul-14,2014,Jul,1,,1,,,,,Harsh conditions
39222,US-Mexico Border,30-Jul-14,2014,Jul,1,,1,,,1,1,Electrocution
39328,US-Mexico Border,26-Jul-14,2014,Jul,1,,1,,,1,,Hyperthermia
39323,Central America,7-Jul-14,2014,Jul,1,,1,,,1,,Train Accident
39320,US-Mexico Border,2-Jul-14,2014,Jul,1,,1,,,,,Hyperthermia
39314,US-Mexico Border,18-Jun-14,2014,Jun,1,,1,,,1,,Hyperthermia
39412,North Africa,16-Jun-14,2014,Jun,,29,29,,,,,Drowning
39311,US-Mexico Border,14-Jun-14,2014,Jun,1,,1,,,1,,Hyperthermia
39306,US-Mexico Border,12-Jun-14,2014,Jun,1,,1,,1,,,Hyperthermia
39304,US-Mexico Border,10-Jun-14,2014,Jun,1,,1,,,1,,Hyperthermia
39302,US-Mexico Border,9-Jun-14,2014,Jun,1,,1,,,1,,Hyperthermia
39221,US-Mexico Border,3-Jun-14,2014,Jun,1,,1,,,1,,Hyperthermia
39218,US-Mexico Border,27-Apr-14,2014,Apr,1,,1,,,1,,Hyperthermia
39235,North Africa,14-Apr-14,2014,Apr,10,0,10,309,,,,Hyperthermia
39273,US-Mexico Border,15-Mar-14,2014,Mar,1,,1,,,,,Hyperthermia
39372,US-Mexico Border,11-Mar-14,2014,Mar,1,,1,,1,,1,Suicide
39212,US-Mexico Border,4-Mar-14,2014,Mar,1,,1,,1,,,Hyperthermia
39379,South Asia,26-Feb-14,2014,Feb,1,0,1,0,,1,,Shot
39211,US-Mexico Border,18-Feb-14,2014,Feb,1,,1,2,,1,,Shot
39258,US-Mexico Border,17-Jan-14,2014,Jan,1,,1,,,,,Shot
39207,US-Mexico Border,16-Jan-14,2014,Jan,1,,1,,,1,,Shot
39368,Europe,16-Jan-14,2014,Jan,1,0,1,2,,1,,Hyperthermia
